"año";"sector";"actividad";"subactividad";"categoria";"id_ipcc";"tipo_de_gas";"valor_en_toneladas_de_co2e"
"2003";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"6.90"
"2004";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"7.01"
"2005";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"7.48"
"2006";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"8.71"
"2007";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"9.06"
"2008";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"9.57"
"2009";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"7.96"
"2010";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"13.82"
"2011";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"13.56"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"14.17"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"15.95"
"2014";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"14.72"
"2015";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"15.21"
"2016";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"15.89"
"2017";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"15.39"
"2018";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"13.37"
"2019";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"9.90"
"2020";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"9.30"
"2021";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"11.33"
"2022";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CO2";"9.70"
"1990";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"1991";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"1992";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"1993";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"1994";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"1995";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"1996";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"1997";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"1998";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"1999";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2000";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2001";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2002";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2003";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2004";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2005";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2006";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2007";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2008";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2009";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.01"
"2010";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2011";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2014";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2015";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2016";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2017";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2018";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2019";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2020";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2021";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"2022";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"CH4";"0.02"
"1990";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"1991";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"1992";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"1993";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"1994";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"1995";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"1996";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"1997";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"1998";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"1999";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"2000";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"2001";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"2002";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"2003";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.01"
"2004";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"2005";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"2006";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"2007";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"2008";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"2009";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"2010";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2011";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2014";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2015";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2016";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2017";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2018";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2019";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2020";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.02"
"2021";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"2022";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"1A2gviii";"N2O";"0.03"
"1990";"Energía";"Actividades de quema de combustible ";"Transporte ";"Aviación civil cabotaje";"1A3a";"CO2";"0.72"
"1991";"Energía";"Actividades de quema de combustible ";"Transporte ";"Aviación civil cabotaje";"1A3a";"CO2";"0.66"
